CantonId;NombreCantón;Provin;rgnatu;Pob;base;MR111;MR112;MR113;MR1131;MR13;MR19;MR211;MR212;MR213;MR214;MR215;MR216;MR217;MR218;MR219;MR2110;MR21111;MR221;MR2211;MR2213;MR22131;MR2210;MR22101;MR22102;MR22103;MR22104;MR22105;MR22105_exp;MR243;MR421;MR422;MR4221;MR4222;MR4223;MR423;MR42311;MR42312;MR42313;MR424;MR4241;MR4242;MR42421;MR42422;MR42423;MR431;MR4311;MR43111;MR43112;MR43113;MR43114;MR43115;MR43116;MR43117;MR43118;MR43119;MR431110;MR431111;MR431112;MR431113;MR431114;MR431115;MR431115_esp;MR4311_TOTAL;MR4321;MR433;MR43411;MR4342_PAPEL;MR4343_PAPEL_REAL;MR43441;MR43412;MR4342_CARTON;MR4343_CARTON_REAL;MR43442;MR43413;MR4342_PLASTICO;MR4343_PLASTICO_REAL;MR43443;MR43414;MR4342_MADERA;MR4343_MADERA_REAL;MR43444;MR43415;MR4342_VIDRIO;MR4343_VIDRIO_REAL;MR43445;MR43416;MR4342_HIERRO;MR4343_HIERRO_REAL;MR43446;MR43417;MR4342_CHATARRA;MR4343_CHATA_REAL;MR43447;MR43418;MR4342_PET;MR4343_PET_REAL;MR43448;MR43419;MR4342_ALULATA;MR4343_ALULATA_REAL;MR43449;MR434110;MR4342_NEUMATICOS;MR4343_NEUMA_REAL;MR434410;MR434111;MR4342_ELEC;MR4343_ELEC_REAL;MR434411;MR434112;MR4342_TETRA;MR4343_TETRA_REAL;MR434412;MR434113;MR434113_ESP;MR4342_OTROS;MR4343_OTROS_REAL;MR434413;MR4341_TOTAL_RES_REC;MR441;MR4411;MR4412;MR4413;MR4414;MR4415;MR442;MR4421;MR4422;MR4423;MR4424;MR4425;MR4441;MR4442;MR4443;MR451;MR4511;MR452;MR4521;MR4521_S;MR4522;MR4523;MR453;MR461;MR465;MR4619;MR473;MR4731;MR4732;MR4733;MR473111;MR473121;MR4737;MR47371;MR473711;MR47375;MR48;MR483;MR4831;MR486;MGD;MEP;MM;EPM;MGC;MMG;filter_$;VB;CSB;MSF;DIF;DIF2;NODIF;RDES;MFDPES;SUBSIDIO;ROTZU;ROTZR;TROT;RI;RIR;CRR;RGEN;MR48_CAL;TCRO;TCRI;TCROIU;TCROI;PORG;PCAR;PPAP;PPR;PPS;PVID;PMAD;PMET;PCHA;PCAU;PTEX;PLFA;PPIL;PPDPT;POTROS;PTOTAL;MTRO;MTROD;MCTR;MGDSP
303;CAÑAR;3;1;13320;1;2;2;1;2;1;1;1;2;2;1;1;2;1;1;1;2;1;1;2;2;;1;1;2;2;2;2;;400;1;1;398,25;0;398,25;1;40;0;40;1;1;2;16;0;16;1;1;57,46;4,99;1,99;3,3;12,79;1,47;0,94;1,57;7,37;0,4;4,03;0,07;0,1;2,84;0,68;TETRAPACK;100;0,5;1;1;2740;CONTRATISTA;;1;2950;CONTRATISTA;;1;4910;CONTRATISTA;;2;0;;;1;4690;EMPRESA PUBLICA;;2;0;;;1;370;CONTRATISTA;;1;1610;CONTRATISTA;;1;720;CONTRATISTA;;2;0;;;2;0;;;1;6160;CONTRATISTA;;1;PVC;69000;CONTRATISTA;;93150;1;1;2;2;2;2;1;1;2;2;2;2;1734660;0;1734660;1;1;1;1;;4,82;8,54;13,36;2;32,86;2;1;2;2;1;0;1;1;1;1;2;32,86;0;;1;0;0;0;1;0;4;1;56;0,14;1;13,36;-13,36;0;1;2;1;1734,66;0;1734,66;7762,5;7,76;400,8;6660;32,86;57,46;42,54;100;100;57,46;4,99;1,99;3,3;12,79;1,47;0,94;1,57;7,37;0,4;4,03;0,07;0,1;2,84;0,68;100;1;1;1;2
304;LA TRONCAL;3;1;43092;1;1;2;2;;2;1;2;2;1;1;1;2;2;2;1;2;1;1;2;1;SERVICIOS ESPECIALES DE DISPOSICION FINAL, MULTAS.;1;1;2;2;2;2;;1500;1;1;65;35;100;1;65;35;100;2;0;0;0;0;0;1;1;54,03;1,88;0,69;0,49;14,72;3,5;1,52;1,42;1,59;0,62;5,15;4,19;1,03;9,17;;;100;0,77;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;;;;;;2;;;;;;0;0;0;1;1;2;;;0;0;50;1;50;2;2;0;0;0;0;0;2;;;;50;0;;2;1;;0;;0;1;;100;1;0;0;0;50;0;5;1;0;0;0;0;0;1500;33180,84;50;54,03;45,97;100;100;54,03;1,88;0,69;0,49;14,72;3,5;1,52;1,42;1,59;0,62;5,15;4,19;1,03;9,17;;100;18;19;1;
305;EL TAMBO;3;1;5459;1;2;2;1;2;1;1;1;2;1;1;1;2;2;2;2;2;1;1;2;2;;1;1;2;2;2;2;;90;1;1;47;0;47;1;38,01;0;38,01;1;1;2;8;0;8;1;1;62,57;3,44;1,78;5,55;3,2;2,43;0,28;0,57;0,11;0,79;1,91;0;0,37;9,97;7,03;CUERO TETRAPACK;100;0,59;1;1;618,68;EMMAIPC-EP;;1;8182,84;EMMAIPC-EP;;2;0;;;2;0;;;1;11795,54;EMMAIPC-EP;;2;0;;;1;7037,04;EMMAIPC-EP;;1;4320,32;EMMAIPC-EP;;1;94,17;EMMAIPC-EP;;2;0;;;2;0;;;1;805,72;EMMAIPC-EP;;2;;0;;;32854,31;2;2;2;2;2;2;1;1;2;2;2;2;503000;0;503000;1;1;1;1;;1,4;1,93;3,33;2;0,59;2;1;2;2;1;0;1;1;1;1;2;0,59;0;;1;0;0;0;1;0;4;1;46,01;0,98;1;3,33;-3,33;0;1;2;1;503;0;503;2737,86;2,74;99,9;3220,81;0,59;62,57;37,43;100;100;62,57;3,44;1,78;5,55;3,2;2,43;0,28;0,57;0,11;0,79;1,91;0;0,37;9,97;7,03;100;18;1;1;2
306;DÉLEG;3;1;666;1;1;2;2;;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;2;;1;1;2;2;2;2;;75;1;1;10;8;18;1;10;8;18;2;0;0;0;0;0;2;;;;;;;;;;;;;;;;;;;0,31;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;;;0;0;2,52;1;2,52;2;1;2;2;1;0;1;1;1;1;2;2,52;0;;1;1;;0;;0;1;1;18;1;0;0;0;2,52;1;2;1;0;0;0;0;0;75,6;206,46;2,52;;;;;;;;;;;;;;;;;;;;;18;19;1;2
307;SUSCAL;3;1;1015;1;2;2;1;2;1;1;1;2;1;1;2;2;2;1;1;2;1;1;2;2;;1;1;2;2;2;2;;86;1;1;28;20;48;1;20;20;40;1;1;2;10;0;10;1;1;57,44;6,4;3,18;6,35;2,95;4,47;0,03;0,13;2,12;0,4;1,78;0;0;6,25;8,5;TETRAPACK;100;0,58;1;1;53,4;EMMAIPC-EP;;1;7060;EMMAIPC-EP;;2;0;;;2;0;;;1;10181;EMMAIPC-EP;;2;0;;;1;6074;EMMAIPC-EP;;1;3729;EMMAIPC-EP;;1;81,28;EMMAIPC-EP;;2;0;;;2;0;;;1;695,46;EMMAIPC-EP;;2;;0;;;27874,14;2;2;2;2;2;2;1;1;2;2;2;2;271340;0;271340;1;1;1;1;;0,75;2,12;2,87;2;0,61;2;1;2;2;1;0;1;1;1;1;2;0,61;0;;1;0;0;0;1;0;4;1;50;1,04;1;2,87;-2,87;0;1;2;1;271,34;0;271,34;2322,84;2,32;86,1;588,7;0,61;57,44;42,56;100;100;57,44;6,4;3,18;6,35;2,95;4,47;0,03;0,13;2,12;0,4;1,78;0;0;6,25;8,5;100;18;1;1;2
401;TULCÁN;4;1;58581;1;1;2;2;;1;1;2;1;1;1;1;1;1;2;1;2;1;1;;;;2;;;;;;;1920;1;1;241;60;301;1;94,82;0;94,82;2;2;2;0;0;0;1;1;65;8;5;6;3;2;0;0;4;0;0;0;0;0;7;ALUMINIO , TETRA PAK PET;100;0,64;1;1;7345;RECICLADORES DE BASE;EL GENERADOR DE ESTOS RESIDUOS PREFIERE VENDER EN LOS SITIOS DE ACOPIO PRIVADO YA QUE RECI;1;35740;RECICLADORES DE BASE;EL GENERADOR DE ESTOS RESIDUOS PREFIERE VENDER EN LOS SITIOS DE ACOPIO PRIVADO YA QUE RECIBEN UN VALOR ECONOMICO;1;738,7;RECICLADORES DE BASE;EL GENERADOR DE ESTOS RESIDUOS PREFIERE VENDER EN LOS SITIOS DE ACOPIO PRIVADO YA QUE RECIBEN UN VALOR ECONOMICO;2;0;;;1;2363;RECICLADORES DE BASE;EL GENERADOR DE ESTOS RESIDUOS PREFIERE VENDER EN LOS SITIOS DE ACOPIO PRIVADO YA QUE RECIBEN UN VALOR ECONOMICO;1;3624;;;1;5487;RECICLADORES DE BASE;EL GENERADOR DE ESTOS RESIDUOS PREFIERE VENDER EN LOS SITIOS DE ACOPIO PRIVADO YA QUE RECI;1;4356;RECICLADORES DE BASE;EL GENERADOR DE ESTOS RESIDUOS PREFIERE VENDER EN LOS SITIOS DE ACOPIO PRIVADO YA QUE RECI;1;280;RECICLADORES DE BASE;EL GENERADOR DE ESTOS RESIDUOS PREFIERE VENDER EN LOS SITIOS DE ACOPIO PRIVADO YA QUE RECI;2;0;;;1;3800;;;1;450;RECICLADORES DE BASE;EL GENERADOR DE ESTOS RESIDUOS PREFIERE VENDER EN LOS SITIOS DE ACOPIO PRI;2;PLASTICO RIGIDO;0;RECICLADORES DE BASE;EL GENERADOR DE ESTOS RESIDUOS PREFIERE VENDER EN LOS SITIOS DE ACOPIO PRIVADO YA QUE RECI;64183,7;2;;;;;;2;;;;;;0;0;0;1;1;2;;;0;0;64;1;64;2;1;2;2;1;;1;1;1;1;2;64;4;GAD MUNICIPAL SAN PEDRO DE HUACA;2;1;;0;;0;1;1;94,82;0,32;1;0;0;64;1;2;1;0;0;0;5348,64;5,35;1920;37491,84;60;65;35;100;100;65;8;5;6;3;2;0;0;4;0;0;0;0;0;7;100;18;19;24;2
402;BOLÍVAR;4;1;3530;1;1;2;2;;1;1;2;2;1;1;1;2;2;2;1;2;2;1;1;2;;1;1;2;2;2;2;;283;1;1;8;14,42;22,42;1;8;10,14;18,14;2;0;0;0;0;0;1;1;51,54;7,46;1,14;4,01;10,5;2,73;0;0,49;0;0,52;1,05;0;0;11,6;8,96;PELIGROSOS, ELECTRONICOS, ESCOMBROS;100;0,46;1;1;189;GADMCB;VEHICULOS DAÑADOS Y DESECHOS DE MALA CALIDAD;1;1360;GADMCB;VEHICULOS DAÑADOS Y DESECHOS DE MALA CALIDAD;1;2866;GADMCB;DESECHOS MEZCLADOS;2;0;;;2;0;;;2;0;;;1;1294;GADMCB;VEHICULOS DAÑADOS Y DESECHOS DE MALA CALIDAD;1;366;GADMCB;VEHICULOS DAÑADOS Y DESECHOS DE MALA CALIDAD;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;6075;1;1;2;2;2;2;1;1;2;2;2;2;40661;0;40661;1;1;1;4;;0,94;0,87;9,5;1;8,5;1;1;1;0;2;1;0;1;2;;1;8,5;0;;2;1;;0;;0;1;;18,14;0,81;1;1,81;-1,81;7,69;1;1;1;40,66;0;40,66;506,25;0,51;285;1623,8;8,5;51,54;48,46;100;100;51,54;7,46;1,14;4,01;10,5;2,73;0;0,49;0;0,52;1,05;0;0;11,6;8,96;100;1;1;1;1
403;ESPEJO;4;1;5246;1;1;2;2;;1;1;1;2;1;1;1;2;1;2;1;2;1;1;2;2;;1;1;2;2;2;2;;198;1;1;22;0;22;1;20,36;0;20,36;2;0;0;0;0;0;1;1;78,04;4;3,5;3;1,2;1,7;1,66;0,7;0,5;0,5;1;1;1,2;2;0;;100;0,7;1;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;1;2;1;2;2;2;1;2;1;2;2;2;151200;0;151200;1;1;1;1;;4;2,5;6,5;1;5;1;1;1;0;2;1;0;1;2;;1;6,5;0;;2;1;;0;;0;1;;20,36;0,93;1;6,5;-6,5;0;1;1;1;151,2;0;151,2;0;0;195;3672,2;6,5;78,04;21,96;100;100;78,04;4;3,5;3;1,2;1,7;1,66;0,7;0,5;0,5;1;1;1,2;2;0;100;2;2;1;1
404;MIRA;4;1;3778;1;1;2;2;;1;1;2;2;1;1;1;2;1;2;1;2;1;1;2;2;;1;1;2;2;2;2;;114;1;1;10;5;15;1;8,8;4;12,8;2;0;0;0;0;0;1;1;67;3;6;5;11;0,5;2,5;0,5;1;2;1;0;0;0,5;0;;100;0,47;1;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;1;329;GESTOR AMBIENTAL;NO SE DIFICULTA;2;0;;;2;0;;;2;;0;;;0;2;2;2;2;2;2;1;1;2;2;2;2;203710;0;203710;1;1;1;1;;0,56;3,23;3,79;1;3,79;2;1;1;0;2;1;0;1;2;;1;3,79;0;;1;1;;0;;0;1;;12,8;0,85;1;3,79;-3,79;0;1;1;1;203,71;0;203,71;0;0;113,7;1775,66;3,79;67;33;100;100;67;3;6;5;11;0,5;2,5;0,5;1;2;1;0;0;0,5;0;100;18;1;1;1
405;MONTÚFAR;4;1;14950;1;1;2;2;;1;1;2;2;1;1;1;2;1;1;1;1;1;1;2;2;;1;1;2;2;2;2;;720;1;1;20;25;45;1;20;25;45;2;0;0;0;0;0;1;1;77,5;1,9;0,19;2,63;1,22;0,02;0,09;0,73;0,06;0,01;0,69;0,17;0,31;6,61;7,87;SANITARIOS;100;0,68;1;1;8000;ASOCIACION DE RECICLADORE MONTUFAR;SEPARACION;1;5000;ASOCIACION DE RECICLADORES MONTUFAR;FALTA SEPARACION;1;8000;AREM;ESCASA CULTURA AMBIENTAL;2;0;;;2;0;;;1;500;AREM;SENCIBILIZACION;1;8000;AREM;SEPARACION;1;8000;AREM;SEPARACION;1;500;AREM;SENCIBILIZACION;1;900;PROTECCION AMBIENTAL;CONOCIMIENTO ESCASO;1;500;AREM;SEPARACION;2;0;;;2;;0;;;38500;1;1;2;2;2;2;2;;;;;;8000;0;8000;1;1;1;5;MERCADOS Y PLAZAS;14;10;24;1;24;1;1;1;0;2;1;0;1;2;;1;24;0;;2;1;;0;;0;1;;45;1;1;24;-24;0;1;1;1;8;0;8;3208,33;3,21;720;10166;24;77,5;22,5;100;100;77,5;1,9;0,19;2,63;1,22;0,02;0,09;0,73;0,06;0,01;0,69;0,17;0,31;6,61;7,87;100;1;19;1;1
406;SAN PEDRO DE HUACA;4;1;4583;1;1;2;2;;1;1;2;2;1;1;1;2;2;2;1;2;1;1;2;2;;1;1;2;2;2;2;;150;1;1;6;0;6;1;6;0;6;2;0;0;0;0;0;1;1;69,49;1,73;3,8;0,53;6,14;2,23;0;1;0;0;1;0;0,5;0;13,58;OTROS;100;0,48;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;;;0;0;5;1;5;2;2;0;0;0;0;0;2;;;;5;0;;2;1;;0;;0;1;;6;1;0;0;0;5;0;5;1;0;0;0;0;0;150;2199,84;5;69,49;30,51;100;100;69,49;1,73;3,8;0,53;6,14;2,23;0;1;0;0;1;0;0,5;0;13,58;100;18;19;1;
501;LATACUNGA;5;1;80969;1;2;2;1;1;1;1;2;1;1;1;1;2;2;2;1;1;1;1;1;2;;1;1;2;2;2;2;;2820;1;1;39,99;0,8;27,46;1;20,66;0,4;21,06;1;2;0;19,1;0;19,1;2;;;;;;;;;;;;;;;;;;;0,67;1;1;4524,2;UNIDADES EDUCATIVAS;INADECUADO MANEJO DE LOS GENERADORES DE RS;1;5778,2;UNIDADES EDUCATIVAS;INADECUADO MANEJO DE LOS GENERADORES DE RS;1;12686,9;UNIDADES EDUCATIVAS;INADECUADO MANEJO DE LOS GENERADORES DE RS;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;22989,3;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;;;0;0;94;2;81,01;2;1;2;1;2;1;0;1;2;;1;81,01;0;;1;0;1;0;0;0;2;;40,16;1,46;1;0;0;94;1;1;0;0;0;0;1915,77;1,92;2820;54249,23;81,01;;;;;;;;;;;;;;;;;;;;;18;19;1;1
502;LA MANÁ;5;1;33803;1;1;1;2;;1;1;2;2;1;1;1;2;2;2;1;2;1;1;2;1;SUCCIÓN DE POZOS SÉPTICOS;1;1;2;2;2;2;;1138;1;1;39;19;58;1;12;4;16;1;2;0;5;0;5;1;1;55,72;6,01;0;21,85;0;3,01;0;0;0,98;0;0;0;0;0;12,43;AÑO 2024;100;0,5;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;1;3065;GAD MUNICIPAL;RECOLECCION Y ACOPIO TEMPORAL;2;0;;;2;0;;;2;;0;;;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;2;2;;;0;0;38;2;38;2;1;2;2;1;0;1;1;1;2;2;38;0;;1;1;;1;;1;5;1;21;0,36;0;0;0;38;1;3;1;0;0;0;0;0;1140;16901,5;38;55,72;44,28;100;100;55,72;6,01;0;21,85;0;3,01;0;0;0,98;0;0;0;0;0;12,43;100;18;19;1;2
503;PANGUA;5;1;1941;1;1;2;2;;2;1;2;2;1;2;2;2;2;2;2;1;2;1;2;2;;1;2;2;1;2;2;;208;1;1;9;3;12;1;9;3;12;2;0;0;0;0;0;1;1;40;10;8;15;5;4;1;6;10;0,5;0;0;0,5;0;0;;100;0,56;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;;;0;0;6,92;1;6,92;2;2;0;0;0;0;0;2;;;;6,92;0;;2;1;;0;;0;1;;12;1;0;0;0;6,92;0;5;1;0;0;0;0;0;207,6;1086,96;6,92;40;60;100;100;40;10;8;15;5;4;1;6;10;0,5;0;0;0,5;0;0;100;18;19;3;
504;PUJILI;5;1;16867;1;1;1;2;;1;1;2;1;1;1;1;2;2;2;1;1;1;1;2;2;;1;2;2;1;1;2;;536;1;1;46,2;13,2;59,4;1;46,2;0;46,2;2;0;0;0;0;0;2;;;;;;;;;;;;;;;;;;;0,56;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;;;0;0;22,07;1;22,07;2;1;2;1;2;1;0;1;2;;1;22,07;0;;1;1;;1;;1;5;;46,2;0,78;0;0;0;22,07;1;1;1;0;0;0;0;0;662,1;9445,52;22,07;;;;;;;;;;;;;;;;;;;;;18;19;13;1
505;SALCEDO;5;1;17443;1;1;2;2;;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;1;DESECHOS SANITARIOS INFECCIOSOS;1;1;2;2;2;2;;780;1;1;65;0;65;1;56;0;56;1;2;0;9;0;9;2;;;;;;;;;;;;;;;;;;;0,62;2;1;7300,33;ASOCIACION PRINCIPE SAN MIGUEL;PORQUE NO CUENTA CON RECOLECCION DIFERENCIADA;1;31985;ASOCIACION PRINCIPE SAN MIGUEL;PORQUE NO CUENTA CON RECOLECCION DIFERENCIADA;1;17763;ASOCIACION PRINCIPE SAN MIGUEL;PORQUE NO CUENTA CON RECOLECCION DIFERENCIADA;2;0;;;1;27374;ASOCIACION PRINCIPE SAN MIGUEL;PORQUE NO CUENTA CON RECOLECCION DIFERENCIADA;2;0;;;1;11586;ASOCIACION PRINCIPE SAN MIGUEL;PORQUE NO CUENTA CON RECOLECCION DIFERENCIADA;1;17508;ASOCIACION PRINCIPE SAN MIGUEL;PORQUE NO CUENTA CON RECOLECCION DIFERENCIADA;1;1291;ASOCIACION PRINCIPE SAN MIGUEL;PORQUE NO CUENTA CON RECOLECCION DIFERENCIADA;2;0;;;2;0;;;2;0;;;1;-PVC SOPLADO BLANCO , PVC DURO, BOTAS DE CAUCHO , ZAPATILLAS DE LONA , COBRE , BRONCE.;29617;ASOCIACION PRINCIPE SAN MIGUEL;PORQUE NO CUENTA CON RECOLECCION DIFERENCIADA;144424,33;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;;;0;0;26,14;1;26,14;2;1;1;0;2;1;0;1;2;;1;26,14;0;;1;1;;0;;0;1;;65;1;0;0;0;26,14;1;1;0;0;0;0;12035,36;12,04;784,2;10814,66;26,14;;;;;;;;;;;;;;;;;;;;;18;19;1;1
506;SAQUISILÍ;5;1;10172;1;1;1;2;;1;1;2;2;1;1;1;2;2;2;1;2;1;1;2;2;;1;2;1;2;2;2;;282;1;1;30;0;30;1;15;0;15;2;0;0;0;0;0;1;1;50;11;5;25;9;0;0;0;0;0;0;0;0;0;0;;100;0,44;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;1;1;;8,9;1,1;10;1;10;2;1;2;1;2;1;0;1;2;;1;10;0;;1;1;;1;;1;5;;15;0,5;0;10;-10;0;1;1;1;0;0;0;0;0;300;4475,68;10;50;50;100;100;50;11;5;25;9;0;0;0;0;0;0;0;0;0;0;100;18;19;2;1
507;SIGCHOS;5;1;2905;1;1;2;2;;1;1;1;1;2;2;1;2;2;2;2;1;1;1;2;2;;1;2;1;2;1;2;;135;1;1;25;10;35;1;25;10;35;2;;;0;0;0;1;1;15,81;10,53;10,69;14,8;7,18;1,05;0,79;1,49;1,3;3,3;1,7;2,03;1,29;18,34;9,7;ESCOMBROS Y CABLES DE TELEFONO;100;0,3;1;1;4,03;RECICLADORES;FALTA DE TRANSPORTE;1;4,1;RECICLADORES;TRANSPORTE;1;8,36;RECICLADORES;TRANSPORTE;2;0;;;2;0;;;1;2,1;RECICLADORES;FALTA DE TRANSPORTE;1;2,1;RECICLADORES;FALTA DE TRANSPORTE;1;2,1;RECICLADORES;FALTA DE TRANSPORTE;2;0;;;2;0;;;2;0;;;1;2,1;RECILADORES;FALTA DE TRANSPRTE;1;TARRINA;2;RECILADORES;FALTA DE TRANSPORTE;26,89;1;2;1;2;2;2;1;2;1;2;2;2;129000;0;129000;1;1;1;2;;0,01;1,53;4,5;1;4,5;2;1;1;0;2;1;2;1;1;2;2;4,5;0;;2;1;;0;;0;1;1;35;1;1;1,54;-1,54;2,96;1;3;1;129;0;129;2,24;0;135;871,5;4,5;15,81;84,19;100;100;15,81;10,53;10,69;14,8;7,18;1,05;0,79;1,49;1,3;3,3;1,7;2,03;1,29;18,34;9,7;100;2;2;11;1
601;RIOBAMBA;6;1;185150;1;1;2;2;;1;1;2;2;1;1;1;2;1;2;1;2;1;1;2;1;DISPOSICIÓN FINAL DE RESIDUOS SÓLIDOS CANTONES CHAMBO, PENIPE Y RECAUDACIÓN DESECHOS SANITARIOS;1;2;1;2;2;2;;6600;1;1;110;0;110;1;70;0;70;1;1;1;0;0;0;1;1;62,15;0;6,94;10,82;0;5,19;0;0,87;0;0;2,2;0;0;0;11,83;N/A;100;0,6;2;1;1800;RECICLADORES;FALTA DE COLABORACIÓN CIUDADANA;1;2400;RECICLADORES;FALTA DE COLABORACIÓN CIUDADANA;1;4800;RECICLADORES;FALTA DE COLABORACIÓN CIUDADANA;2;0;;;2;0;;;2;0;;;1;10800;RECICLADORES;FALTA DE COLABORACIÓN CIUDADANA;1;9600;RECICLADORES;FALTA DE COLABORACIÓN CIUDADANA;1;300;RECICLADORES;FALTA DE COLABORACIÓN CIUDADANA;2;0;;;2;0;;;2;0;;;2;;0;;;29700;1;1;2;2;2;2;2;2;2;2;2;2;1052078;0;1052078;1;1;1;1;;136,73;83,27;220;2;220;2;1;2;2;1;0;1;1;1;1;2;240;20;CHAMBO Y PENIPE Y VEHICULOS PARTICULARES;1;1;;0;;0;1;1;70;0,64;0;220;-220;0;1;2;1;1052,08;0;1052,08;2475;2,48;6600;111090;220;62,15;37,85;100;100;62,15;0;6,94;10,82;0;5,19;0;0,87;0;0;2,2;0;0;0;11,83;100;1;19;2;2
602;ALAUSI;6;1;6306;1;1;2;1;2;1;1;2;2;1;1;1;2;2;2;1;2;1;1;2;2;;1;2;1;1;2;1;PATENTE, OCUPACIÓN DE VÍA PUBLICA.;328;1;1;42,55;0;42,55;1;42,55;0;42,55;2;0;0;0;0;0;2;;;;;;;;;;;;;;;;;;;0,73;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;;;0;0;10,92;1;10,92;2;1;2;1;2;1;0;1;2;;1;10,92;0;;2;1;0;0;1;1;5;;42,55;1;0;0;0;10,92;1;1;1;0;0;0;0;0;327,6;4603,38;10,92;;;;;;;;;;;;;;;;;;;;;18;19;12;1
603;COLTA;6;1;2839;1;1;2;1;2;1;1;2;2;1;1;1;2;2;2;1;2;1;1;2;2;;1;2;1;1;2;2;;298;1;1;12;0;13;1;12;0;12;2;0;0;0;0;0;2;;;;;;;;;;;;;;;;;;;0,52;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;;;0;0;9,6;1;9,6;2;1;2;1;2;1;0;1;2;;1;9,6;0;;1;1;0;0;1;1;5;;12;0,92;0;0;0;9,6;1;1;1;0;0;0;0;0;288;1476,28;9,6;;;;;;;;;;;;;;;;;;;;;18;19;10;1
604;CHAMBO;6;1;5634;1;1;2;2;;1;1;2;2;1;1;1;2;2;2;1;1;1;1;2;2;;1;2;2;1;2;2;;216;1;1;15;0;15;1;15;0;15;2;0;0;0;0;0;2;;;;;;;;;;;;;;;;;;;0,57;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;;;0;0;5,76;2;5,76;2;1;2;2;1;0;1;1;1;2;2;5,76;0;;2;1;;0;;0;1;1;15;1;0;0;0;5,76;1;3;1;0;0;0;0;0;172,8;3211,38;5,76;;;;;;;;;;;;;;;;;;;;;18;19;3;2
605;CHUNCHI;6;1;3937;1;1;2;2;;2;1;2;2;1;1;1;2;2;2;1;2;1;1;2;2;;1;2;1;2;2;2;;120;1;1;11;0;22;1;11;0;11;2;0;0;0;0;0;2;;;;;;;;;;;;;;;;;;;0,8;1;1;2;RECICLADORAS;;1;2;RECICLADORAS;;1;2;RECICLADORAS;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;1;7;RECICLADORAS;;2;0;;;2;0;;;2;;0;;;6;1;2;1;2;2;2;2;;;;;;15000;0;15000;1;1;1;1;;2;2;4;1;4;1;1;1;0;2;1;0;1;2;;1;4;0;;2;1;;0;;0;1;;11;0,5;1;4;-4;0;1;1;1;15;0;15;0,5;0;120;3149,6;4;;;;;;;;;;;;;;;;;;;;;2;19;2;1
