CantonId;NombreCantón;Provin;rgnatu;Pob;base;MR111;MR112;MR113;MR1131;MR13;MR19;MR211;MR212;MR213;MR214;MR215;MR216;MR217;MR218;MR219;MR2110;MR21111;MR221;MR2211;MR2213;MR22131;MR2210;MR22101;MR22102;MR22103;MR22104;MR22105;MR22105_exp;MR243;MR421;MR422;MR4221;MR4222;MR4223;MR423;MR42311;MR42312;MR42313;MR424;MR4241;MR4242;MR42421;MR42422;MR42423;MR431;MR4311;MR43111;MR43112;MR43113;MR43114;MR43115;MR43116;MR43117;MR43118;MR43119;MR431110;MR431111;MR431112;MR431113;MR431114;MR431115;MR431115_esp;MR4311_TOTAL;MR4321;MR433;MR43411;MR4342_PAPEL;MR4343_PAPEL_REAL;MR43441;MR43412;MR4342_CARTON;MR4343_CARTON_REAL;MR43442;MR43413;MR4342_PLASTICO;MR4343_PLASTICO_REAL;MR43443;MR43414;MR4342_MADERA;MR4343_MADERA_REAL;MR43444;MR43415;MR4342_VIDRIO;MR4343_VIDRIO_REAL;MR43445;MR43416;MR4342_HIERRO;MR4343_HIERRO_REAL;MR43446;MR43417;MR4342_CHATARRA;MR4343_CHATA_REAL;MR43447;MR43418;MR4342_PET;MR4343_PET_REAL;MR43448;MR43419;MR4342_ALULATA;MR4343_ALULATA_REAL;MR43449;MR434110;MR4342_NEUMATICOS;MR4343_NEUMA_REAL;MR434410;MR434111;MR4342_ELEC;MR4343_ELEC_REAL;MR434411;MR434112;MR4342_TETRA;MR4343_TETRA_REAL;MR434412;MR434113;MR434113_ESP;MR4342_OTROS;MR4343_OTROS_REAL;MR434413;MR4341_TOTAL_RES_REC;MR441;MR4411;MR4412;MR4413;MR4414;MR4415;MR442;MR4421;MR4422;MR4423;MR4424;MR4425;MR4441;MR4442;MR4443;MR451;MR4511;MR452;MR4521;MR4521_S;MR4522;MR4523;MR453;MR461;MR465;MR4619;MR473;MR4731;MR4732;MR4733;MR473111;MR473121;MR4737;MR47371;MR473711;MR47375;MR48;MR483;MR4831;MR486;MGD;MEP;MM;EPM;MGC;MMG;filter_$;VB;CSB;MSF;DIF;DIF2;NODIF;RDES;MFDPES;SUBSIDIO;ROTZU;ROTZR;TROT;RI;RIR;CRR;RGEN;MR48_CAL;TCRO;TCRI;TCROIU;TCROI;PORG;PCAR;PPAP;PPR;PPS;PVID;PMAD;PMET;PCHA;PCAU;PTEX;PLFA;PPIL;PPDPT;POTROS;PTOTAL;MTRO;MTROD;MCTR;MGDSP
101;CUENCA;1;1;374870;1;2;2;1;1;1;1;1;2;1;1;2;2;1;2;1;1;1;1;1;1;MULTAS;1;1;2;2;2;2;;13806;1;1;897,03;145;1042,03;1;725;145;870;1;1;2;30;0;30;2;;;;;;;;;;;;;;;;;;;1,08;1;1;162027,31;EMAC Y RECICLADORES A PIE DE VEREDA;MALA SEPARACIÓN EN LA FUENTE;1;777949,29;EMAC Y RECICLADORES A PIE DE VEREDA;MALA SEPARACIÓN EN LA FUENTE;1;375220,38;EMAC Y RECICLADORES A PIE DE VEREDA;MALA SEPARACIÓN EN LA FUENTE;2;0;;;1;82576,15;EMAC Y RECICLADORES A PIE DE VEREDA;MALA SEPARACIÓN EN LA FUENTE;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;1;11500;EMAC Y RECICLADORES A PIE DE VEREDA;MALA SEPARACIÓN EN LA FUENTE;1;26472,39;EMAC Y RECICLADORES A PIE DE VEREDA;MALA SEPARACIÓN EN LA FUENTE;1;OTROS: 4102.34 METALES VARIOS (HIERRO, ALUMINIO):161094.49;165196,83;EMAC Y RECICLADORES A PIE DE VEREDA;MALA SEPARACIÓN EN LA FUENTE;1600942,35;1;1;1;2;2;2;1;1;1;2;2;2;9939787;0;9939787;1;1;2;;;0;0;470,94;1;418,37;2;1;2;2;1;2;1;1;1;1;2;524,71;41,98;CAÑAR, CHORDELEG, DELEG, EL PAN, GUACHAPALA, GUALACEO, SARAGURO, SEVILLA DE ORO, SIGSIG;1;0;1;0;0;0;2;1;900;0,86;1;0;0;470,94;1;2;0;9939,79;0;9939,79;133411,86;133,41;14128,2;404859,6;482,73;;;;;;;;;;;;;;;;;;;;;6;6;1;2
102;GIRÓN;1;1;4491;1;2;2;1;2;1;1;2;2;1;1;1;2;1;2;1;2;1;1;1;1;SUBSUDIOS MUNICIPALES;1;1;2;2;2;2;;130;1;1;13,58;6,5;20,08;1;5,71;0;5,71;2;0;0;0;0;0;2;;;;;;;;;;;;;;;;;;;0,58;1;1;1233;EMMAICJ-EP;FALTA DE PERSONAL;1;10175;EMMAICJ-EP;FALTA DE CLASIFICACIÓN DE LA POBLACIÓN Y FALTA DE PERSONAL;1;2472;EMMAICJ-EP;FALTA DE PERSONAL;2;0;;;2;0;;;2;0;;;1;5315;EMMAICJ-EP;FALTA DE PERSONAL;1;5601;EMMAICJ-EP;FALTA DE PERSONAL;2;0;;;2;0;;;2;0;;;2;0;;;1;BATERIAS, CAUCHO Y PLASTICO DURO;3137;EMMAICJ-EP;FALTA DE PERSONAL;27933;2;;;;;;1;1;2;2;2;2;14000;0;14000;1;1;1;2;;1,8;2,5;4,3;1;4;2;1;2;1;2;1;;1;2;;1;4;0;;2;0;0;0;1;0;4;;5,71;0,28;1;4,3;-4,3;0;1;1;1;14;0;14;2327,75;2,33;129;2604,78;4;;;;;;;;;;;;;;;;;;;;;18;1;1;1
103;GUALACEO;1;1;14336;1;2;2;1;1;1;1;2;2;1;1;1;2;2;2;1;2;1;1;2;2;;1;1;2;2;2;2;;480;1;1;78;47;125;1;78;47;125;2;0;0;0;0;0;2;;;;;;;;;;;;;;;;;;;0,46;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;2;2;;;0;0;16;1;16;2;1;2;2;1;0;1;1;1;1;2;16;0;;1;0;1;0;0;0;2;1;125;1;0;0;0;16;1;2;1;0;0;0;0;0;480;6594,56;16;;;;;;;;;;;;;;;;;;;;;18;19;1;2
104;NABÓN;1;1;1301;1;2;2;1;2;1;1;2;2;1;1;1;2;1;2;1;2;1;1;2;2;;1;1;2;2;2;2;;75;1;1;9,13;0,01;9,14;1;9,13;0;9,13;2;0;0;0;0;0;1;1;63,64;2,97;2,32;2,05;7,46;2,1;0,19;0,28;0;0,28;3,28;0,35;0,15;7,29;7,64;XXXXX;100;0,58;1;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;;;0;0;2,5;1;2,5;2;2;0;0;0;0;0;2;;;;2,5;0;;2;0;0;0;1;0;4;;9,13;1;1;0;0;2,5;0;5;1;0;0;0;0;0;75;754,58;2,5;63,64;36,36;100;100;63,64;2,97;2,32;2,05;7,46;2,1;0,19;0,28;0;0,28;3,28;0,35;0,15;7,29;7,64;100;18;19;1;
105;PAUTE;1;1;9056;1;1;2;2;;1;1;2;2;1;1;1;2;2;2;1;2;1;1;2;2;;1;2;1;2;2;2;;360;1;1;40;30;70;1;40;30;70;2;0;0;0;0;0;1;1;50;5;5;5;4;4;4;4;4;4;3;2;3;3;0;;100;0,59;2;1;73;RECICLADORES;;1;70;RECICLADORES;;1;109;RECICLADORES;;2;0;;;1;50;RECICLADORES;;1;100;RECICLADORES;;1;100;RECICLADORES;;2;0;;;1;50;RECICLADORES;;2;0;;;;0;;;2;0;;;2;;0;;;552;2;;;;;;2;;;;;;0;0;0;1;1;2;;;0;0;12;1;12;2;2;0;0;0;0;0;2;;;;12;0;;2;1;;0;;0;1;;70;1;0;0;0;12;0;5;1;0;0;0;46;0,05;360;5343,04;12;50;50;100;100;50;5;5;5;4;4;4;4;4;4;3;2;3;3;0;100;18;19;2;
106;PUCARA;1;1;866;1;1;2;2;;1;1;2;2;1;1;1;2;2;2;1;2;1;1;2;2;;1;2;1;2;2;2;;43;1;1;4,5;0;4,5;1;3;0;3;2;;;0;0;0;2;;;;;;;;;;;;;;;;;;;0,78;1;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;1;2000;HABITANTES DEL CANTÓN (EN LOS HOGARES);EL COMERCAINTE DE LOS MISMOS NO PASA CON FRECUENCIA.;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;2000;1;1;2;2;2;2;2;;;;;;19200;0;19200;1;1;2;;;0;0;2,25;1;2,25;2;2;0;0;0;0;0;2;;;;2,25;0;;1;1;;0;;0;1;;3;0,67;1;0;0;2,25;0;5;1;19,2;0;19,2;166,67;0,17;67,5;675,48;2,25;;;;;;;;;;;;;;;;;;;;;1;19;2;
107;SAN FERNANDO;1;1;1418;1;2;2;1;2;1;1;2;2;1;1;2;2;1;2;1;2;1;1;2;2;;1;1;2;2;2;2;;100;1;1;4;2;6;1;2,7;0;2,7;2;0;0;0;0;0;1;1;52,24;10;5;2,34;9,18;4,28;0,04;0;0,25;0,55;3,08;0,31;0;6,91;5,82;RESIDUOS NO RECICLABLES;100;0,58;2;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;0;;;0;1;1;2;2;2;2;1;1;2;2;2;2;800;0;800;1;1;1;1;;1,68;1,68;3,36;1;3,36;2;2;0;0;0;0;0;2;;;;3,36;0;;2;0;0;0;1;0;4;;2,7;0,45;0;3,36;-3,36;0;0;5;1;0,8;0;0,8;0;0;100,8;822,44;3,36;52,24;47,76;100;100;52,24;10;5;2,34;9,18;4,28;0,04;0;0,25;0,55;3,08;0,31;0;6,91;5,82;100;1;1;1;
108;SANTA ISABEL;1;1;6315;1;2;2;1;2;1;1;2;2;1;1;1;2;1;2;1;2;1;1;2;2;;1;1;2;2;2;2;;326;1;1;14;0;14;1;14;0;14;2;0;0;0;0;0;2;;;;;;;;;;;;;;;;;;;0,52;1;1;454;LOS TRABAJADORES DEL CGIRS;FALTA DE PERSONAL Y COLABORACION DE LA CIUDADANIA;1;2813;LOS TRABAJADORES DEL CGIRS;FALTA DE PERSONAL Y COLABORACION DE LA CIUDADANIA;1;1352;LOS TRABAJADORES DEL CGIRS;FALTA DE PERSONAL Y COLABORACION DE LA CIUDADANIA;2;0;;;2;0;;;2;0;;;1;1664;LOS TRABAJADORES DEL CGIRS;FALTA DE PERSONAL Y COLABORACION DE LA CIUDADANIA;1;2035;LOS TRABAJADORES DEL CGIRS;FALTA DE PERSONAL Y COLABORACION DE LA CIUDADANIA;2;0;;;2;0;;;2;0;;;2;0;;;1;BOTAS PVC;283;LOS TRABAJADORES DEL CGIRS;FALTA DE PERSONAL Y COLABORACION DE LA CIUDADANIA;8601;1;1;2;2;2;2;1;1;2;2;2;2;384000;0;384000;1;1;1;2;;4,71;2,5;10,75;1;10,56;2;2;0;0;0;0;0;2;;;;19,57;9,02;GIRON SAN FERNANDO, NABON Y SANTA ISABEL;2;0;0;0;1;0;4;;14;1;1;7,21;-7,21;3,54;0;5;1;384;0;384;716,75;0,72;322,5;3283,8;10,55;;;;;;;;;;;;;;;;;;;;;1;1;1;
109;SIGSIG;1;1;4203;1;1;2;2;;2;1;2;2;1;1;1;1;2;2;1;2;2;1;2;2;;1;2;1;2;1;2;;187;1;1;12,24;6;18,24;1;12,24;6;18,24;2;0;0;0;0;0;2;;;;;;;;;;;;;;;;;;;0,66;2;1;700;RECICLADORES INDIVIDUALES (CENTRO DIURNO GAD);;1;1450;RECICLADORES INDIVIDUALES (CENTRO DIURNO GAD);;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;1;850;RECICLADORES INDIVIDUALES (CENTRO DIURNO GAD);;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;3000;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;;;0;0;6,16;1;6,16;2;2;0;0;0;0;0;2;;;;6,16;0;;1;1;;0;;0;1;;18,24;1;0;0;0;6,16;0;5;1;0;0;0;250;0,25;184,8;2773,98;6,16;;;;;;;;;;;;;;;;;;;;;18;19;11;
110;OÑA;1;1;1024;1;1;2;2;;1;1;2;2;1;1;1;2;1;2;1;2;1;1;1;2;;1;1;2;2;2;2;;17;1;1;8;0;8;1;8;0;8;2;0;0;0;0;0;1;1;40;10;5;5;10;3;0;2;1;1;1;1;1;12;8;....;100;0,51;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;;;;;;2;;;;;;0;0;0;1;1;1;1;;0,05;0,5;0,55;1;0,55;2;2;;;;;;2;;;;0,55;0;;2;1;;0;;0;1;;8;1;0;0,55;-0,55;0;0;5;1;0;0;0;0;0;16,5;522,24;0,55;40;60;100;100;40;10;5;5;10;3;0;2;1;1;1;1;1;12;8;100;18;19;1;
111;CHORDELEG;1;1;4587;1;1;2;2;;1;1;2;2;1;1;1;2;2;2;1;2;2;1;2;2;;1;2;1;2;2;2;;114;1;1;20,6;0;20,6;1;20,6;0;20,6;2;0;0;0;0;0;1;1;45,31;3,61;6,14;3,67;1,68;2,35;0,3;0,3;0;0;0,72;1,2;1,2;24,67;8,85;.;100;0,32;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;2;2;;;0;0;3,77;1;3,77;2;1;2;2;1;0;1;1;1;1;2;3,77;0;;1;1;;0;;0;1;1;20,6;1;0;0;0;3,77;1;2;1;0;0;0;0;0;113,1;1467,84;3,77;45,31;54,69;100;100;45,31;3,61;6,14;3,67;1,68;2,35;0,3;0,3;0;0;0,72;1,2;1,2;24,67;8,85;100;18;19;2;2
112;EL PAN;1;1;507;1;1;2;2;;1;1;2;2;1;1;1;2;2;2;1;2;1;1;2;2;;1;2;1;2;1;2;;17;1;1;2;1;3;1;2;0;2;2;0;0;0;0;0;2;;;;;;;;;;;;;;;;;;;0,9;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;;;0;0;0,51;1;0,51;2;2;;;;;;2;;;;0,51;0;;2;1;;0;;0;1;;2;0,67;0;0;0;0,51;0;5;1;0;0;0;0;0;15,3;456,3;0,51;;;;;;;;;;;;;;;;;;;;;18;19;11;
113;SEVILLA DE ORO;1;1;736;1;1;2;2;;2;1;2;2;1;1;1;2;2;2;1;2;1;1;1;2;;1;1;2;2;2;2;;28;1;1;3;0;3;1;3;0;3;2;0;0;0;0;0;2;;;;;;;;;;;;;;;;;;;0,84;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;;;0;0;1;1;1;2;2;;;;;;2;;;;1;0;;1;1;;0;;0;1;;3;1;0;0;0;1;0;5;1;0;0;0;0;0;30;618,24;1;;;;;;;;;;;;;;;;;;;;;18;19;1;
114;GUACHAPALA;1;1;1238;1;1;2;2;;2;2;2;2;1;1;1;2;2;2;1;1;1;1;1;2;;1;2;1;2;2;2;;28;1;1;6;3;9;1;5,5;2;7,5;2;0;0;0;0;0;2;;;;;;;;;;;;;;;;;;;0,25;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;;;;;;2;;;;;;0;0;0;1;1;2;;;0;0;0,9;1;0,9;2;2;;;;;;2;;;;0,9;0;;2;1;;0;;0;1;;7,5;0,83;0;0;0;0,9;0;5;1;0;0;0;0;0;27;309,5;0,9;;;;;;;;;;;;;;;;;;;;;18;19;2;
115;CAMILO PONCE ENRÍQUEZ;1;1;11000;1;1;2;2;;1;1;2;2;1;1;1;2;2;2;1;1;1;1;2;2;;1;1;2;2;2;2;;700;1;1;7;2;9;1;5,3;1;6,3;2;0;0;0;0;0;1;1;72,67;1,93;1,98;2,14;4,72;1,57;0,12;0,08;0;0;3,61;0;0;0;11,18;COMPUESTOS, BOTELLAS ETC.;100;0,58;2;2;0;;;2;0;;;1;20;RECILCADORES;LENTA DEGRADACION;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;20;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;;;0;0;24;2;23;2;2;0;0;0;0;0;2;;;;23;0;;2;1;;0;;0;1;;6,3;0,7;0;0;0;24;0;5;0;0;0;0;1,67;0;720;6380;23;72,67;27,33;100;100;72,67;1,93;1,98;2,14;4,72;1,57;0,12;0,08;0;0;3,61;0;0;0;11,18;100;18;19;1;
201;GUARANDA;2;1;31681;1;1;1;2;;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;2;;1;1;2;2;2;2;;1050;1;1;101,16;25;126,16;1;67,04;11,28;78,32;2;0;0;0;0;0;1;1;61,3;3,3;8,25;6;2;0,8;1,3;4,3;1,5;1,8;3,2;2,8;2,3;1,15;0;;100;0,81;2;1;1;NO SE TIENE EL PESO ESPECIFICO PERO REALIZAN LOS MINADORES EN EL CENTRO DE APROVECHAMIENTO;;1;1;NO SE TIENE EL PESO ESPECIFICO PERO REALIZAN LOS MINADORES EN EL CENTRO DE APROVECHAMIENTO;;1;1;NO SE TIENE EL PESO ESPECIFICO PERO REALIZAN LOS MINADORES EN EL CENTRO DE APROVECHAMIENTO;;2;0;;;2;0;;;1;1;NO SE TIENE EL PESO ESPECIFICO PERO REALIZAN LOS MINADORES EN EL CENTRO DE APROVECHAMIENTO;;1;1;NO SE TIENE EL PESO ESPECIFICO PERO REALIZAN LOS MINADORES EN EL CENTRO DE APROVECHAMIENTO;;1;1;NO SE TIENE EL PESO ESPECIFICO PERO REALIZAN LOS MINADORES EN EL CENTRO DE APROVECHAMIENTO;;2;0;;;2;0;;;2;0;;;1;1;NO SE TIENE EL PESO ESPECIFICO PERO REALIZAN LOS MINADORES EN EL CENTRO DE APROVECHAMIENTO;;2;;0;;;7;1;2;1;2;2;2;2;2;2;2;2;2;1200;1;1201;1;1;2;;;0;0;35;1;35;2;1;2;2;1;0;1;1;1;1;2;35;0;;2;1;;1;;1;5;1;78,32;0,62;0;0;0;35;1;2;1;1,2;0;1,2;0,58;0;1050;25661,61;35;61,3;38,7;100;100;61,3;3,3;8,25;6;2;0,8;1,3;4,3;1,5;1,8;3,2;2,8;2,3;1,15;0;100;2;19;1;2
202;CHILLANES;2;1;3345;1;1;2;2;;2;2;1;2;1;1;1;2;2;2;1;2;1;1;2;2;;1;2;2;1;2;2;;270;1;1;23;0;23;1;10,4;0;10,4;2;0;0;0;0;0;1;1;50;10;8,31;0,25;8,35;1,82;1,44;4,24;0,2;0,83;1,4;0;0,2;1,91;11,05;RESIDUOS VARIOS;100;0,7;2;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;0;;;0;1;1;1;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;;;0;0;9;3;9;2;2;;;;;;2;;;;9;0;;2;1;;0;;0;1;;10,4;0,45;0;0;0;9;0;5;1;0;0;0;0;0;270;2341,5;9;50;50;100;100;50;10;8,31;0,25;8,35;1,82;1,44;4,24;0,2;0,83;1,4;0;0,2;1,91;11,05;100;6;19;3;
203;CHIMBO;2;1;4402;1;1;2;2;;1;1;2;2;1;1;1;2;2;2;1;2;1;2;;;;2;;;;;;;125;1;1;17,5;17,5;35;1;15,07;0;15,07;2;0;0;0;0;0;2;;;;;;;;;;;;;;;;;;;0,33;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;;;0;0;4,56;2;4,56;2;1;2;2;1;0;1;1;1;1;2;4,56;0;;2;1;;0;;0;1;1;15,07;0,43;0;0;0;4,56;1;2;1;0;0;0;0;0;136,8;1452,66;4,56;;;;;;;;;;;;;;;;;;;;;18;19;24;2
204;ECHEANDÍA;2;1;7550;1;1;1;2;;1;1;2;2;1;1;1;2;2;2;1;2;1;1;1;2;;1;2;1;1;2;2;;360;1;1;10;0;10;1;10;0;10;2;;;0;0;0;2;;;;;;;;;;;;;;;;;;;0,65;2;2;0;;;2;0;;;1;3000;RECICLADORES;EL MUNICIPIO NO REALIZA ESTOS TRABAJOS;2;0;;;1;100;EL GAD;NO HAY UN SITIO ADECUADO;2;0;;;2;0;;;2;0;;;2;0;;;1;1000;GAD;NO EXISTE UN ÁREA ADECUADA;2;0;;;2;0;;;2;;0;;;3100;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;;;0;0;12;2;9;2;1;2;2;1;0;1;1;1;1;2;9;0;;1;1;;1;;1;5;1;10;1;0;0;0;12;1;2;1;0;0;0;258,33;0,26;360;4907,5;9;;;;;;;;;;;;;;;;;;;;;18;19;10;2
205;SAN MIGUEL;2;1;9040;1;1;2;2;;2;1;2;2;1;1;2;2;2;2;2;2;1;1;1;2;;1;2;2;1;2;2;;319;1;1;11;6;17;1;11;6;17;2;0;0;0;0;0;1;1;68,6;2,41;1,26;0,77;13,86;2,11;;;0,56;;4,02;;;6,41;;;100;0,61;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;;;0;0;10,63;3;10,63;2;1;2;2;1;0;1;1;1;2;2;10,63;0;;2;1;;0;;0;1;1;17;1;0;0;0;10,63;1;3;1;0;0;0;0;0;318,9;5514,4;10,63;68,6;31,4;100;100;68,6;2,41;1,26;0,77;13,86;2,11;;;0,56;;4,02;;;6,41;;100;18;19;3;2
206;CALUMA;2;1;8340;1;1;1;2;;1;1;2;2;1;1;1;2;2;2;1;2;1;1;2;2;;1;1;2;2;2;2;;400;1;1;12;0;12;1;7,89;0;7,89;2;0;0;0;0;0;2;;;;;;;;;;;;;;;;;;;0,7;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;;;;;;2;;;;;;0;0;0;1;1;2;;;0;0;14;2;14;2;1;2;2;1;0;1;1;1;1;2;14;0;;1;1;;1;;1;5;1;7,89;0,66;0;0;0;14;1;2;1;0;0;0;0;0;420;5838;14;;;;;;;;;;;;;;;;;;;;;18;19;1;2
207;LAS NAVES;2;1;2075;1;1;1;2;;2;1;2;2;1;1;1;2;2;2;1;2;2;1;2;2;;1;2;1;2;2;2;;180;1;1;10;5;15;1;10;5;15;2;;;0;0;0;2;;;;;;;;;;;;;;;;;;;0,7;2;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;0;;;2;;0;;;0;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;;;0;0;6;2;6;2;2;0;0;0;0;0;2;;;;6;0;;1;1;;1;;1;5;;15;1;0;0;0;6;0;5;1;0;0;0;0;0;180;1452,5;6;;;;;;;;;;;;;;;;;;;;;18;19;2;
301;AZOGUES;3;1;37417;1;1;2;2;;1;1;1;1;1;1;2;2;2;2;1;1;1;1;2;1;VENTA POR SERVICIO DE DISPOSICION FINAL DE RESIDUOS SÓLIDOS Y RECOLECCIÓN DE RESIDUOS SANITARIOS, DISPOSICION FINAL DE ESCOMBROS, MULTAS;1;1;2;1;1;2;;1542;1;1;85;25;110;1;85;25;110;2;0;0;0;0;0;1;1;58,91;5,07;1,95;1,19;8,68;2,79;0;1,29;1,45;0,26;3,43;0,01;0,01;9,46;5,5;TIERRA;100;0,65;2;1;35000;RECICLADORES INFORMALES;EL MUNICIPIO NO CUENTA CON PERSONAL PARA REALIZAR ESTE TRABAJO;1;91000;RECICLADORES INFORMALES;EL MUNICIPIO NO CUENTA CON PERSONAL PARA REALIZAR ESTE TRABAJO;1;87120;RECICLADORES INFORMALES;EL MUNICIPIO NO CUENTA CON PERSONAL PARA REALIZAR ESTE TRABAJO;2;0;;;2;0;;;1;15600;RECICLADORES INFORMALES;EL MUNICIPIO NO CUENTA CON PERSONAL PARA REALIZAR ESTE TRABAJO;1;24300;RECICLADORES INFORMALES;EL MUNICIPIO NO CUENTA CON PERSONAL PARA REALIZAR ESTE TRABAJO;1;100000;MUNICIPIO DE AZOGUES Y RECICLADORES INFORMALES;EL MUNICIPIO LO REALIZAR A TRAVES DE UN PUNTO DE RECICLAJE;1;30000;RECICLADORES INFORMALES;EL MUNICIPIO NO CUENTA CON PERSONAL PARA REALIZAR ESTE TRABAJO;2;0;;;2;0;;;2;0;;;2;;0;;;383020;1;2;2;1;2;2;2;2;2;2;2;2;720000;0;720000;1;1;2;;;0;0;50;1;70;2;1;1;0;2;1;0;1;1;1;2;70;0;;1;1;;0;;0;1;1;110;1;0;0;0;50;1;2;1;720;0;720;31918,33;31,92;1500;24321,05;70;58,91;41,09;100;100;58,91;5,07;1,95;1,19;8,68;2,79;0;1,29;1,45;0,26;3,43;0,01;0,01;9,46;5,5;100;3;19;17;1
302;BIBLIÁN;3;1;5797;1;2;2;1;2;1;1;1;2;1;1;1;2;2;2;2;2;1;1;2;2;;1;1;2;2;2;2;;175;1;1;35;25;60;1;35;25;60;1;1;2;10;0;10;1;1;55,6;2,94;4,15;6,35;2,95;2,32;0,4;1,12;0,37;0,39;2,68;0,02;0,06;9,97;10,68;TETRAPACK , ELECTRODOMESTICOS;100;0,59;1;1;1096;RECICLADORES;;1;14507;RECICLADORES;;2;0;;;2;0;;;1;20912;RECICLADORES;;2;0;;;1;12476;RECICLADORES;;1;7659;RECICLADORES;;1;166;RECICLADORES;;2;0;;;2;0;;;1;1428;EMMAIPC-EP;;1;TUBOS DE PVC;391;RECICLADORES;;58635;2;2;2;2;2;2;1;1;2;2;2;2;647710;0;647710;1;1;1;1;;1,8;4,11;5,91;2;1,26;2;1;2;2;1;0;1;1;1;1;2;1,26;0;;1;0;0;0;1;0;4;1;70;1,17;1;5,91;-5,91;0;1;2;0;647,71;0;647,71;4886,25;4,89;177,3;3420,23;1,26;55,6;44,4;100;100;55,6;2,94;4,15;6,35;2,95;2,32;0,4;1,12;0,37;0,39;2,68;0,02;0,06;9,97;10,68;100;18;1;1;2
